Model,Outer Repeat,Fold,Experiment,Density,Cutting Speed,Feed Rate,Experiment ID,MAE,MSE,RMSE,Window Count
RNN,1,3,"(20, 16, 10, 1)",20,16,10,1,25.978662490844727,772.9125366210938,27.801304584876835,179
RNN,1,3,"(20, 16, 15, 3)",20,16,15,3,11.87388801574707,264.11468505859375,16.251605614787536,179
RNN,1,3,"(20, 16, 20, 2)",20,16,20,2,22.425233840942383,585.443359375,24.195936836068157,179
RNN,1,3,"(20, 25, 15, 1)",20,25,15,1,13.796730041503906,251.16159057617188,15.848078450593682,179
RNN,1,3,"(20, 25, 20, 3)",20,25,20,3,20.248001098632812,484.9832458496094,22.022335158870174,179
RNN,1,3,"(20, 40, 15, 1)",20,40,15,1,13.061159133911133,191.47935485839844,13.837606543705398,179
RNN,1,3,"(20, 40, 20, 2)",20,40,20,2,10.744246482849121,140.0225372314453,11.83311189972635,179
RNN,1,3,"(20, 63, 15, 3)",20,63,15,3,9.07977294921875,113.16783905029297,10.638037368344452,179
RNN,1,3,"(20, 63, 20, 3)",20,63,20,3,12.084281921386719,194.52120971679688,13.947086065440224,179
RNN,1,3,"(20, 100, 10, 1)",20,100,10,1,10.116848945617676,141.58990478515625,11.89915563328576,179
RNN,1,3,"(20, 100, 20, 1)",20,100,20,1,8.243600845336914,87.06265258789062,9.330736979890208,179
RNN,1,3,"(25, 10, 10, 2)",25,10,10,2,36.2531623840332,1610.7515869140625,40.134169817177764,179
RNN,1,3,"(25, 10, 15, 2)",25,10,15,2,32.51449966430664,1619.5750732421875,40.24394455371127,179
RNN,1,3,"(25, 16, 20, 2)",25,16,20,2,32.92631530761719,1459.953369140625,38.2093361515301,179
RNN,1,3,"(25, 25, 10, 1)",25,25,10,1,27.329113006591797,959.2656860351562,30.97201456210358,179
RNN,1,3,"(25, 63, 10, 1)",25,63,10,1,13.227169036865234,225.01080322265625,15.0003601030994,179
RNN,1,3,"(25, 63, 20, 2)",25,63,20,2,6.338293075561523,53.213985443115234,7.29479166550459,179
RNN,1,3,"(25, 100, 10, 1)",25,100,10,1,14.013729095458984,245.9444122314453,15.68261496790141,179
RNN,1,3,"(25, 100, 20, 1)",25,100,20,1,10.283300399780273,138.37847900390625,11.76343823054749,179
TCN,1,3,"(10, 10, 10, 2)",10,10,10,2,3.0785200595855713,13.75992202758789,3.7094368882066036,92
TCN,1,3,"(10, 10, 15, 1)",10,10,15,1,5.848169803619385,51.53211975097656,7.178587587469875,92
TCN,1,3,"(10, 16, 10, 2)",10,16,10,2,2.2710232734680176,7.3506879806518555,2.711215222119383,92
TCN,1,3,"(10, 16, 15, 3)",10,16,15,3,7.729285717010498,64.34245300292969,8.021374757666525,92
TCN,1,3,"(10, 25, 15, 3)",10,25,15,3,1.176965355873108,2.2220776081085205,1.4906634791623898,92
TCN,1,3,"(10, 25, 20, 1)",10,25,20,1,7.102399826049805,51.991432189941406,7.21050845571527,92
TCN,1,3,"(10, 63, 10, 2)",10,63,10,2,3.2007651329040527,13.81801700592041,3.7172593406864163,92
TCN,1,3,"(10, 63, 15, 2)",10,63,15,2,2.013373374938965,4.931729316711426,2.22074971951173,92
TCN,1,3,"(10, 63, 20, 1)",10,63,20,1,2.3131678104400635,7.000784873962402,2.64589963414382,92
TCN,1,3,"(10, 100, 15, 3)",10,100,15,3,4.03922176361084,22.64548110961914,4.758726837045717,92
TCN,1,3,"(10, 100, 20, 2)",10,100,20,2,8.535942077636719,82.13034057617188,9.06257913489156,92
TCN,1,3,"(15, 10, 15, 2)",15,10,15,2,2.8842856884002686,13.63931655883789,3.6931445353300068,92
TCN,1,3,"(15, 10, 20, 3)",15,10,20,3,3.631207227706909,17.594409942626953,4.194569100947909,92
TCN,1,3,"(15, 16, 10, 1)",15,16,10,1,2.8849401473999023,12.145345687866211,3.4850173152892956,92
TCN,1,3,"(15, 25, 20, 3)",15,25,20,3,3.3349838256835938,19.503887176513672,4.416320547301075,92
TCN,1,3,"(15, 40, 15, 2)",15,40,15,2,3.35795259475708,16.640100479125977,4.079227926841791,92
TCN,1,3,"(15, 40, 20, 2)",15,40,20,2,2.273841142654419,7.247147083282471,2.692052578105129,92
TCN,1,3,"(15, 63, 20, 2)",15,63,20,2,3.448808431625366,20.438621520996094,4.520909368810228,92
TCN,1,3,"(15, 100, 10, 1)",15,100,10,1,2.1127820014953613,6.404962062835693,2.530802651894393,92
TCN,1,3,"(20, 10, 10, 3)",20,10,10,3,35.340667724609375,1918.5367431640625,43.801104360096474,92
TCN,1,3,"(20, 10, 15, 3)",20,10,15,3,5.527660369873047,69.768798828125,8.352771924823818,92
TCN,1,3,"(20, 16, 10, 1)",20,16,10,1,7.492099285125732,81.79613494873047,9.044121568661629,92
TCN,1,3,"(20, 16, 15, 3)",20,16,15,3,13.98473072052002,260.0283508300781,16.12539459455421,92
TCN,1,3,"(20, 16, 20, 2)",20,16,20,2,10.670905113220215,171.3455047607422,13.089900869018917,92
TCN,1,3,"(20, 25, 15, 1)",20,25,15,1,6.657525062561035,61.13734436035156,7.819037303936564,92
TCN,1,3,"(20, 25, 20, 3)",20,25,20,3,5.7649641036987305,41.48128890991211,6.440596937389586,92
TCN,1,3,"(20, 40, 15, 1)",20,40,15,1,8.557613372802734,113.19738006591797,10.639425739480396,92
TCN,1,3,"(20, 40, 20, 2)",20,40,20,2,4.715001583099365,37.54093933105469,6.127066127524224,92
TCN,1,3,"(20, 63, 15, 3)",20,63,15,3,2.3313300609588623,8.408825874328613,2.8997975574733856,92
TCN,1,3,"(20, 63, 20, 3)",20,63,20,3,4.765571117401123,30.87421417236328,5.5564569801595045,92
TCN,1,3,"(20, 100, 10, 1)",20,100,10,1,8.609837532043457,106.5352554321289,10.321591710202885,92
TCN,1,3,"(20, 100, 20, 1)",20,100,20,1,5.2911529541015625,34.913551330566406,5.9087690199030805,92
TCN,1,3,"(25, 10, 10, 2)",25,10,10,2,19.72701072692871,521.8563842773438,22.844176156678177,92
TCN,1,3,"(25, 10, 15, 2)",25,10,15,2,8.344358444213867,113.1452407836914,10.636975170775356,92
TCN,1,3,"(25, 16, 20, 2)",25,16,20,2,18.0657901763916,385.6324157714844,19.63752570390385,92
TCN,1,3,"(25, 25, 10, 1)",25,25,10,1,15.602348327636719,287.9817810058594,16.97002595772497,92
TCN,1,3,"(25, 63, 10, 1)",25,63,10,1,6.810012340545654,69.95691680908203,8.364025155933119,92
TCN,1,3,"(25, 63, 20, 2)",25,63,20,2,10.561673164367676,137.7899932861328,11.738398241929467,92
TCN,1,3,"(25, 100, 10, 1)",25,100,10,1,11.859757423400879,205.96864318847656,14.35160768654427,92
TCN,1,3,"(25, 100, 20, 1)",25,100,20,1,8.489276885986328,83.1599349975586,9.119206928102827,92
LSTM,1,4,"(10, 10, 10, 3)",10,10,10,3,4.905086517333984,37.51008605957031,6.1245478249067755,179
LSTM,1,4,"(10, 10, 15, 3)",10,10,15,3,6.844271183013916,54.191749572753906,7.361504572623311,179
LSTM,1,4,"(10, 10, 20, 2)",10,10,20,2,3.758916139602661,31.48671531677246,5.611302461708196,179
LSTM,1,4,"(10, 16, 15, 1)",10,16,15,1,4.192234992980957,20.240280151367188,4.498919887191501,179
LSTM,1,4,"(10, 25, 10, 1)",10,25,10,1,5.3770670890808105,35.05100631713867,5.920389034272889,179
LSTM,1,4,"(10, 25, 15, 1)",10,25,15,1,1.7081493139266968,4.234879493713379,2.057882283735729,179
LSTM,1,4,"(10, 40, 10, 2)",10,40,10,2,1.6632182598114014,4.6196465492248535,2.149336304356499,179
LSTM,1,4,"(10, 63, 15, 1)",10,63,15,1,4.4573798179626465,20.74283790588379,4.554430579763379,179
LSTM,1,4,"(10, 63, 20, 2)",10,63,20,2,2.920862913131714,11.001965522766113,3.3169210908259656,179
LSTM,1,4,"(10, 100, 10, 2)",10,100,10,2,6.118192672729492,41.45036697387695,6.438195940935391,179
LSTM,1,4,"(10, 100, 15, 1)",10,100,15,1,4.896924018859863,25.631641387939453,5.0627701298735115,179
LSTM,1,4,"(10, 100, 20, 3)",10,100,20,3,5.71950626373291,34.70920944213867,5.891452235411798,179
LSTM,1,4,"(15, 10, 10, 1)",15,10,10,1,4.636119365692139,30.175077438354492,5.493184635378142,179
LSTM,1,4,"(15, 10, 15, 3)",15,10,15,3,4.630373001098633,30.838926315307617,5.553280680400336,179
LSTM,1,4,"(15, 16, 10, 2)",15,16,10,2,5.1388258934021,33.114768981933594,5.754543333917436,179
LSTM,1,4,"(15, 16, 15, 1)",15,16,15,1,4.1206512451171875,30.132266998291016,5.4892865655102225,179
LSTM,1,4,"(15, 16, 20, 2)",15,16,20,2,7.755446910858154,69.58382415771484,8.341691924167113,179
LSTM,1,4,"(15, 25, 10, 2)",15,25,10,2,3.4944610595703125,17.683713912963867,4.205200817198135,179
LSTM,1,4,"(15, 25, 15, 3)",15,25,15,3,5.830711841583252,42.49073791503906,6.518491997006597,179
LSTM,1,4,"(15, 40, 10, 2)",15,40,10,2,1.5002187490463257,3.722324848175049,1.929332746877803,179
LSTM,1,4,"(15, 40, 20, 1)",15,40,20,1,10.442497253417969,114.30416107177734,10.691312411101704,179
LSTM,1,4,"(15, 63, 10, 1)",15,63,10,1,5.549306392669678,34.013648986816406,5.832122168372025,179
LSTM,1,4,"(15, 63, 15, 3)",15,63,15,3,4.106630802154541,23.261737823486328,4.823042382509854,179
LSTM,1,4,"(15, 100, 10, 2)",15,100,10,2,6.215639114379883,48.17314529418945,6.940687667240866,179
LSTM,1,4,"(15, 100, 15, 1)",15,100,15,1,7.121849536895752,62.843902587890625,7.927414621923759,179
LSTM,1,4,"(15, 100, 20, 1)",15,100,20,1,3.619938850402832,21.06991195678711,4.590197376669886,179
LSTM,1,4,"(20, 10, 10, 2)",20,10,10,2,10.997603416442871,149.5362091064453,12.228499871466054,179
LSTM,1,4,"(20, 16, 20, 3)",20,16,20,3,9.107292175292969,162.1034698486328,12.731986092068778,179
LSTM,1,4,"(20, 25, 15, 3)",20,25,15,3,13.836507797241211,283.298095703125,16.83146148446786,179
LSTM,1,4,"(20, 25, 20, 2)",20,25,20,2,16.73302459716797,424.300048828125,20.598544823072455,179
LSTM,1,4,"(20, 40, 10, 1)",20,40,10,1,10.168166160583496,201.31484985351562,14.188546432017468,179
LSTM,1,4,"(20, 40, 20, 1)",20,40,20,1,10.132875442504883,113.2413330078125,10.641491108289877,179
LSTM,1,4,"(20, 63, 20, 1)",20,63,20,1,4.342405796051025,29.34149742126465,5.4167792479724195,179
LSTM,1,4,"(20, 100, 10, 2)",20,100,10,2,5.879659175872803,41.992515563964844,6.480163235904235,179
LSTM,1,4,"(25, 16, 15, 2)",25,16,15,2,6.212804794311523,59.994728088378906,7.745626384507512,179
LSTM,1,4,"(25, 25, 15, 1)",25,25,15,1,13.070511817932129,199.9281768798828,14.139596064947641,179
LSTM,1,4,"(25, 40, 20, 2)",25,40,20,2,5.200753688812256,40.50502014160156,6.364355438031534,179
LSTM,1,4,"(25, 63, 20, 1)",25,63,20,1,4.460277557373047,26.809879302978516,5.177825731229134,179
LSTM,1,4,"(25, 100, 15, 2)",25,100,15,2,5.356940269470215,38.49968719482422,6.204811616384838,179
LSTM,1,4,"(25, 100, 20, 2)",25,100,20,2,13.065604209899902,208.50473022460938,14.439692871547143,179
GRU,1,4,"(10, 10, 10, 3)",10,10,10,3,6.934127330780029,60.80547332763672,7.797786437678114,92
GRU,1,4,"(10, 10, 15, 3)",10,10,15,3,3.190977096557617,15.656593322753906,3.9568413315110207,92
GRU,1,4,"(10, 10, 20, 2)",10,10,20,2,10.965012550354004,140.94290161132812,11.87193756769838,92
GRU,1,4,"(10, 16, 15, 1)",10,16,15,1,1.532311201095581,6.662184238433838,2.581120733021576,92
GRU,1,4,"(10, 25, 10, 1)",10,25,10,1,3.5952208042144775,17.6241397857666,4.198111454662275,92
GRU,1,4,"(10, 25, 15, 1)",10,25,15,1,3.045396566390991,11.504364967346191,3.3918085098286714,92
GRU,1,4,"(10, 40, 10, 2)",10,40,10,2,1.9455739259719849,6.691928386688232,2.5868761830996534,92
GRU,1,4,"(10, 63, 15, 1)",10,63,15,1,5.218063831329346,31.496814727783203,5.612202306384117,92
GRU,1,4,"(10, 63, 20, 2)",10,63,20,2,2.1130921840667725,8.587627410888672,2.93046539151867,92
GRU,1,4,"(10, 100, 10, 2)",10,100,10,2,2.447517156600952,9.209355354309082,3.034691970251525,92
GRU,1,4,"(10, 100, 15, 1)",10,100,15,1,3.6403563022613525,16.22709083557129,4.028286339818868,92
GRU,1,4,"(10, 100, 20, 3)",10,100,20,3,7.890255928039551,65.48120880126953,8.092046020708825,92
GRU,1,4,"(15, 10, 10, 1)",15,10,10,1,4.16068696975708,22.411863327026367,4.734116953247603,92
GRU,1,4,"(15, 10, 15, 3)",15,10,15,3,3.6320760250091553,17.181224822998047,4.145024104031006,92
GRU,1,4,"(15, 16, 10, 2)",15,16,10,2,4.37796688079834,27.06822967529297,5.202713683770516,92
GRU,1,4,"(15, 16, 15, 1)",15,16,15,1,4.265514373779297,22.669391632080078,4.761238455704574,92
GRU,1,4,"(15, 16, 20, 2)",15,16,20,2,2.64355206489563,10.902647018432617,3.301915658891459,92
GRU,1,4,"(15, 25, 10, 2)",15,25,10,2,3.100903034210205,15.079501152038574,3.8832333373155126,92
GRU,1,4,"(15, 25, 15, 3)",15,25,15,3,4.151320934295654,21.969697952270508,4.6871844376203615,92
GRU,1,4,"(15, 40, 10, 2)",15,40,10,2,2.1215312480926514,5.218568801879883,2.2844187010878465,92
GRU,1,4,"(15, 40, 20, 1)",15,40,20,1,14.15772533416748,204.12191772460938,14.287124193644058,92
GRU,1,4,"(15, 63, 10, 1)",15,63,10,1,4.329699993133545,31.65066909790039,5.625892737859512,92
GRU,1,4,"(15, 63, 15, 3)",15,63,15,3,4.1688055992126465,21.710803985595703,4.659485377763912,92
GRU,1,4,"(15, 100, 10, 2)",15,100,10,2,3.74172306060791,19.870458602905273,4.4576292581264845,92
GRU,1,4,"(15, 100, 15, 1)",15,100,15,1,5.786839485168457,39.56708908081055,6.290237601300173,92
GRU,1,4,"(15, 100, 20, 1)",15,100,20,1,3.6917977333068848,17.34052848815918,4.1641960194206975,92
GRU,1,4,"(20, 10, 10, 2)",20,10,10,2,17.68988037109375,352.8009033203125,18.78299505724027,92
GRU,1,4,"(20, 16, 20, 3)",20,16,20,3,4.3229899406433105,23.43470001220703,4.840939992626126,92
GRU,1,4,"(20, 25, 15, 3)",20,25,15,3,7.662031173706055,74.51832580566406,8.63239977095964,92
GRU,1,4,"(20, 25, 20, 2)",20,25,20,2,12.213835716247559,175.12930297851562,13.23364284611443,92
GRU,1,4,"(20, 40, 10, 1)",20,40,10,1,3.3473381996154785,17.713756561279297,4.208771383822041,92
GRU,1,4,"(20, 40, 20, 1)",20,40,20,1,9.489653587341309,145.4594268798828,12.060656154616249,92
GRU,1,4,"(20, 63, 20, 1)",20,63,20,1,4.560929775238037,29.923582077026367,5.470245156940077,92
GRU,1,4,"(20, 100, 10, 2)",20,100,10,2,3.6954047679901123,20.352203369140625,4.511341637378023,92
GRU,1,4,"(25, 16, 15, 2)",25,16,15,2,7.753487586975098,74.59545135498047,8.63686582939555,92
GRU,1,4,"(25, 25, 15, 1)",25,25,15,1,17.230064392089844,360.9149475097656,18.99776164472451,92
GRU,1,4,"(25, 40, 20, 2)",25,40,20,2,5.208965301513672,47.347320556640625,6.880938929872916,92
GRU,1,4,"(25, 63, 20, 1)",25,63,20,1,13.502685546875,304.69610595703125,17.455546567123907,92
GRU,1,4,"(25, 100, 15, 2)",25,100,15,2,7.845273971557617,74.42378997802734,8.62692239318445,92
GRU,1,4,"(25, 100, 20, 2)",25,100,20,2,6.045544147491455,39.476409912109375,6.2830255380755355,92
RNN,1,4,"(10, 10, 10, 3)",10,10,10,3,7.0600361824035645,51.796607971191406,7.196986033833288,179
RNN,1,4,"(10, 10, 15, 3)",10,10,15,3,4.181232929229736,18.419679641723633,4.291815424936589,179
RNN,1,4,"(10, 10, 20, 2)",10,10,20,2,4.733753681182861,27.222904205322266,5.217557302543238,179
RNN,1,4,"(10, 16, 15, 1)",10,16,15,1,1.9589142799377441,4.941037654876709,2.2228444963327303,179
RNN,1,4,"(10, 25, 10, 1)",10,25,10,1,5.696393013000488,36.36796951293945,6.030586166612617,179
RNN,1,4,"(10, 25, 15, 1)",10,25,15,1,0.9958071708679199,1.3543117046356201,1.1637489869536386,179
RNN,1,4,"(10, 40, 10, 2)",10,40,10,2,2.45052170753479,9.018759727478027,3.003124993648787,179
RNN,1,4,"(10, 63, 15, 1)",10,63,15,1,3.6358327865600586,14.297985076904297,3.7812676547560473,179
RNN,1,4,"(10, 63, 20, 2)",10,63,20,2,2.2727742195129395,6.128610134124756,2.475602983946488,179
RNN,1,4,"(10, 100, 10, 2)",10,100,10,2,3.534266710281372,16.563243865966797,4.069796538644996,179
RNN,1,4,"(10, 100, 15, 1)",10,100,15,1,5.058304786682129,29.755918502807617,5.454898578599571,179
RNN,1,4,"(10, 100, 20, 3)",10,100,20,3,5.857701301574707,39.33500289916992,6.271762343964408,179
RNN,1,4,"(15, 10, 10, 1)",15,10,10,1,2.752528429031372,10.749131202697754,3.278586769127478,179
RNN,1,4,"(15, 10, 15, 3)",15,10,15,3,1.4859673976898193,3.1577749252319336,1.7770129220779272,179
RNN,1,4,"(15, 16, 10, 2)",15,16,10,2,3.6839418411254883,17.136009216308594,4.139566307755994,179
RNN,1,4,"(15, 16, 15, 1)",15,16,15,1,5.646535396575928,40.04452896118164,6.328074664633915,179
RNN,1,4,"(15, 16, 20, 2)",15,16,20,2,3.4748992919921875,15.069684982299805,3.8819692144966584,179
RNN,1,4,"(15, 25, 10, 2)",15,25,10,2,2.54746413230896,8.905226707458496,2.984162647621355,179
RNN,1,4,"(15, 25, 15, 3)",15,25,15,3,1.3594220876693726,2.6568281650543213,1.6299779645916448,179
RNN,1,4,"(15, 40, 10, 2)",15,40,10,2,1.306665301322937,2.5134224891662598,1.5853777118296635,179
RNN,1,4,"(15, 40, 20, 1)",15,40,20,1,11.429475784301758,137.3223419189453,11.718461584992516,179
RNN,1,4,"(15, 63, 10, 1)",15,63,10,1,3.772005319595337,17.098024368286133,4.1349757397457765,179
RNN,1,4,"(15, 63, 15, 3)",15,63,15,3,3.461322546005249,19.958049774169922,4.46744331516024,179
RNN,1,4,"(15, 100, 10, 2)",15,100,10,2,4.053354740142822,24.432947158813477,4.942969467720135,179
RNN,1,4,"(15, 100, 15, 1)",15,100,15,1,5.092966556549072,27.3287296295166,5.227688746426723,179
RNN,1,4,"(15, 100, 20, 1)",15,100,20,1,2.027499198913574,6.8251495361328125,2.612498715049026,179
RNN,1,4,"(20, 10, 10, 2)",20,10,10,2,7.010769367218018,58.48074722290039,7.647270573407246,179
RNN,1,4,"(20, 16, 20, 3)",20,16,20,3,7.472347259521484,69.76286315917969,8.352416605939846,179
RNN,1,4,"(20, 25, 15, 3)",20,25,15,3,16.045635223388672,284.0945129394531,16.85510346866649,179
RNN,1,4,"(20, 25, 20, 2)",20,25,20,2,11.480168342590332,188.0164337158203,13.711908463661079,179
RNN,1,4,"(20, 40, 10, 1)",20,40,10,1,4.2613525390625,27.460201263427734,5.240248206280666,179
RNN,1,4,"(20, 40, 20, 1)",20,40,20,1,5.198188304901123,33.58278274536133,5.795065378868587,179
RNN,1,4,"(20, 63, 20, 1)",20,63,20,1,3.0790042877197266,17.446773529052734,4.1769335078563,179
RNN,1,4,"(20, 100, 10, 2)",20,100,10,2,3.7236242294311523,18.66203498840332,4.319957753080847,179
RNN,1,4,"(25, 16, 15, 2)",25,16,15,2,15.395166397094727,286.1304931640625,16.915392196578313,179
RNN,1,4,"(25, 25, 15, 1)",25,25,15,1,6.523512363433838,71.71696472167969,8.468586937717513,179
RNN,1,4,"(25, 40, 20, 2)",25,40,20,2,7.482823371887207,70.26546478271484,8.38244980794486,179
RNN,1,4,"(25, 63, 20, 1)",25,63,20,1,6.059508800506592,62.40105438232422,7.89943380137616,179
RNN,1,4,"(25, 100, 15, 2)",25,100,15,2,6.095119476318359,57.38719940185547,7.575433941488465,179
RNN,1,4,"(25, 100, 20, 2)",25,100,20,2,6.878511428833008,61.22821044921875,7.824845714084001,179
TCN,1,4,"(10, 10, 10, 3)",10,10,10,3,5.773212432861328,40.37174606323242,6.3538764595506905,92
TCN,1,4,"(10, 10, 15, 3)",10,10,15,3,5.673666954040527,38.8122444152832,6.229947384632008,92
TCN,1,4,"(10, 10, 20, 2)",10,10,20,2,5.429567337036133,39.314605712890625,6.270136020286213,92
TCN,1,4,"(10, 16, 15, 1)",10,16,15,1,3.5503768920898438,15.508737564086914,3.9381134524143553,92
TCN,1,4,"(10, 25, 10, 1)",10,25,10,1,6.942922115325928,58.88340759277344,7.673552475403647,92
TCN,1,4,"(10, 25, 15, 1)",10,25,15,1,1.5368367433547974,2.954725503921509,1.7189315006484431,92
TCN,1,4,"(10, 40, 10, 2)",10,40,10,2,4.784864902496338,27.147741317749023,5.210349442959562,92
TCN,1,4,"(10, 63, 15, 1)",10,63,15,1,5.7828168869018555,34.427085876464844,5.867459916903126,92
TCN,1,4,"(10, 63, 20, 2)",10,63,20,2,1.5249507427215576,4.508014678955078,2.123208581123173,92
TCN,1,4,"(10, 100, 10, 2)",10,100,10,2,1.8881406784057617,5.413181304931641,2.3266244443252204,92
TCN,1,4,"(10, 100, 15, 1)",10,100,15,1,3.613905906677246,15.953634262084961,3.994200077873536,92
TCN,1,4,"(10, 100, 20, 3)",10,100,20,3,3.7187530994415283,18.749635696411133,4.33008495256284,92
TCN,1,4,"(15, 10, 10, 1)",15,10,10,1,5.114439487457275,31.665407180786133,5.627202429341434,92
TCN,1,4,"(15, 10, 15, 3)",15,10,15,3,4.677413463592529,28.848241806030273,5.371055930264577,92
TCN,1,4,"(15, 16, 10, 2)",15,16,10,2,3.2420809268951416,13.980694770812988,3.739076727056158,92
TCN,1,4,"(15, 16, 15, 1)",15,16,15,1,4.747318267822266,29.014036178588867,5.386467875945132,92
TCN,1,4,"(15, 16, 20, 2)",15,16,20,2,5.8292436599731445,36.35425567626953,6.029449035879607,92
TCN,1,4,"(15, 25, 10, 2)",15,25,10,2,4.051243782043457,20.8315486907959,4.564159143894513,92
TCN,1,4,"(15, 25, 15, 3)",15,25,15,3,3.0383188724517822,12.423484802246094,3.5246964127774314,92
TCN,1,4,"(15, 40, 10, 2)",15,40,10,2,3.7047901153564453,17.229328155517578,4.150822587815285,92
TCN,1,4,"(15, 40, 20, 1)",15,40,20,1,8.60745620727539,84.44100952148438,9.189178936199054,92
TCN,1,4,"(15, 63, 10, 1)",15,63,10,1,2.9634745121002197,11.136545181274414,3.3371462630928264,92
TCN,1,4,"(15, 63, 15, 3)",15,63,15,3,2.687657117843628,8.917181015014648,2.9861649343287535,92
TCN,1,4,"(15, 100, 10, 2)",15,100,10,2,3.1079695224761963,12.52631950378418,3.539254088615874,92
TCN,1,4,"(15, 100, 15, 1)",15,100,15,1,2.303436279296875,7.867671012878418,2.8049368999816053,92
TCN,1,4,"(15, 100, 20, 1)",15,100,20,1,2.0411248207092285,6.729951858520508,2.5942150756096742,92
TCN,1,4,"(20, 10, 10, 2)",20,10,10,2,9.316835403442383,119.31819915771484,10.92328701251207,92
TCN,1,4,"(20, 16, 20, 3)",20,16,20,3,6.971348762512207,61.22673416137695,7.824751380163906,92
TCN,1,4,"(20, 25, 15, 3)",20,25,15,3,10.424193382263184,134.48089599609375,11.59658984340197,92
TCN,1,4,"(20, 25, 20, 2)",20,25,20,2,9.801858901977539,133.45846557617188,11.552422498167727,92
TCN,1,4,"(20, 40, 10, 1)",20,40,10,1,5.252159118652344,40.763999938964844,6.384669133084724,92
TCN,1,4,"(20, 40, 20, 1)",20,40,20,1,5.823796272277832,47.39686584472656,6.884538172217986,92
TCN,1,4,"(20, 63, 20, 1)",20,63,20,1,6.875827789306641,72.85592651367188,8.535568318142142,92
TCN,1,4,"(20, 100, 10, 2)",20,100,10,2,6.111924648284912,49.782188415527344,7.055649397151714,92
TCN,1,4,"(25, 16, 15, 2)",25,16,15,2,9.386539459228516,106.6866226196289,10.328921658122347,92
TCN,1,4,"(25, 25, 15, 1)",25,25,15,1,9.322399139404297,107.67920684814453,10.376859199591394,92
TCN,1,4,"(25, 40, 20, 2)",25,40,20,2,8.35266399383545,92.58324432373047,9.622018723933687,92
TCN,1,4,"(25, 63, 20, 1)",25,63,20,1,9.976283073425293,138.9926300048828,11.789513560994907,92
TCN,1,4,"(25, 100, 15, 2)",25,100,15,2,14.13986873626709,236.7667236328125,15.387225988878324,92
TCN,1,4,"(25, 100, 20, 2)",25,100,20,2,5.8720903396606445,46.08747482299805,6.788775649776478,92
LSTM,1,5,"(10, 10, 20, 3)",10,10,20,3,2.398228645324707,8.035234451293945,2.834648911469275,179
LSTM,1,5,"(10, 16, 10, 1)",10,16,10,1,3.2099900245666504,15.438584327697754,3.929196397190875,179
LSTM,1,5,"(10, 16, 20, 1)",10,16,20,1,2.348822832107544,8.054756164550781,2.8380902319254724,179
LSTM,1,5,"(10, 25, 10, 2)",10,25,10,2,2.1543660163879395,6.783852577209473,2.6045829948783497,179
LSTM,1,5,"(10, 25, 15, 2)",10,25,15,2,1.823219895362854,5.559709548950195,2.357903634364686,179
LSTM,1,5,"(10, 40, 15, 3)",10,40,15,3,3.0921173095703125,11.19312572479248,3.3456129071954037,179
LSTM,1,5,"(10, 40, 20, 3)",10,40,20,3,4.391784191131592,19.48871421813965,4.414602385055719,179
LSTM,1,5,"(15, 10, 15, 1)",15,10,15,1,4.921743392944336,32.828025817871094,5.729574662910947,179
LSTM,1,5,"(15, 10, 20, 2)",15,10,20,2,1.842103362083435,4.811561584472656,2.193527201671467,179
LSTM,1,5,"(15, 16, 15, 3)",15,16,15,3,4.151963233947754,18.54296875,4.306154752212233,179
LSTM,1,5,"(15, 16, 20, 3)",15,16,20,3,2.6714720726013184,8.83504867553711,2.9723809775224153,179
LSTM,1,5,"(15, 25, 15, 2)",15,25,15,2,1.7842795848846436,5.573789596557617,2.3608874595282208,179
LSTM,1,5,"(15, 25, 20, 1)",15,25,20,1,2.49894642829895,13.093463897705078,3.6184891733574496,179
LSTM,1,5,"(15, 40, 10, 1)",15,40,10,1,3.7420859336853027,16.590091705322266,4.0730936283520744,179
LSTM,1,5,"(15, 40, 15, 1)",15,40,15,1,4.749476909637451,26.72207260131836,5.169339667822029,179
LSTM,1,5,"(15, 63, 10, 3)",15,63,10,3,4.06640100479126,18.81231117248535,4.337316125495737,179
LSTM,1,5,"(15, 100, 10, 3)",15,100,10,3,2.448882818222046,9.689647674560547,3.11281989112132,179
LSTM,1,5,"(15, 100, 15, 2)",15,100,15,2,4.8999128341674805,29.8109073638916,5.459936571416522,179
LSTM,1,5,"(15, 100, 20, 3)",15,100,20,3,1.603266716003418,2.9269838333129883,1.710843018313775,179
LSTM,1,5,"(20, 10, 10, 1)",20,10,10,1,51.50521469116211,3337.759765625,57.773348229308986,179
LSTM,1,5,"(20, 10, 20, 3)",20,10,20,3,8.32850170135498,82.8824234008789,9.103978438071946,179
LSTM,1,5,"(20, 16, 10, 3)",20,16,10,3,3.2304272651672363,16.03162384033203,4.003951028713018,179
LSTM,1,5,"(20, 25, 10, 2)",20,25,10,2,3.4340476989746094,32.29685974121094,5.683032618348318,179
LSTM,1,5,"(20, 40, 10, 2)",20,40,10,2,3.6070289611816406,21.4326114654541,4.629536852154231,179
LSTM,1,5,"(20, 63, 10, 2)",20,63,10,2,3.3126988410949707,16.326509475708008,4.040607562694998,179
LSTM,1,5,"(20, 63, 15, 1)",20,63,15,1,2.4560208320617676,9.918115615844727,3.1493039891132653,179
